Station_ID,Datetime,Temperature,Dew_Point
SYR,2024-07-22 14:05,,
SYR,2024-07-22 14:10,,
SYR,2024-07-22 14:15,,
SYR,2024-07-22 14:20,,
SYR,2024-07-22 14:25,,
SYR,2024-07-22 14:30,,
SYR,2024-07-22 14:35,,
SYR,2024-07-22 14:40,,
SYR,2024-07-22 14:45,,
SYR,2024-07-22 14:50,,
SYR,2024-07-22 14:54,82.00,66.00
SYR,2024-07-22 14:55,,
SYR,2024-07-22 15:00,,
SYR,2024-07-22 15:05,,
SYR,2024-07-22 15:10,,
SYR,2024-07-22 15:15,,
SYR,2024-07-22 15:20,,
SYR,2024-07-22 15:25,,
SYR,2024-07-22 15:30,,
SYR,2024-07-22 15:35,,
SYR,2024-07-22 15:40,,
SYR,2024-07-22 15:45,,
SYR,2024-07-22 15:50,,
SYR,2024-07-22 15:54,85.00,66.00
SYR,2024-07-22 15:55,,
SYR,2024-07-22 16:00,,
SYR,2024-07-22 16:05,,
SYR,2024-07-22 16:10,,
SYR,2024-07-22 16:15,,
SYR,2024-07-22 16:20,,
SYR,2024-07-22 16:25,,
SYR,2024-07-22 16:30,,
SYR,2024-07-22 16:35,,
SYR,2024-07-22 16:40,,
SYR,2024-07-22 16:45,,
SYR,2024-07-22 16:50,,
SYR,2024-07-22 16:54,86.00,63.00
SYR,2024-07-22 16:55,,
SYR,2024-07-22 17:00,,
SYR,2024-07-22 17:05,,
SYR,2024-07-22 17:10,,
SYR,2024-07-22 17:15,,
SYR,2024-07-22 17:20,,
SYR,2024-07-22 17:25,,
SYR,2024-07-22 17:30,,
SYR,2024-07-22 17:35,,
SYR,2024-07-22 17:40,,
SYR,2024-07-22 17:45,,
SYR,2024-07-22 17:50,,
SYR,2024-07-22 17:54,86.00,62.00
SYR,2024-07-22 17:55,,
SYR,2024-07-22 18:00,,
SYR,2024-07-22 18:05,,
SYR,2024-07-22 18:15,,
SYR,2024-07-22 18:20,,
SYR,2024-07-22 18:25,,
SYR,2024-07-22 18:30,,
SYR,2024-07-22 18:35,,
SYR,2024-07-22 18:40,,
SYR,2024-07-22 18:45,,
SYR,2024-07-22 18:54,86.00,66.00
SYR,2024-07-22 18:55,,
SYR,2024-07-22 19:00,,
SYR,2024-07-22 19:05,,
SYR,2024-07-22 19:10,,
SYR,2024-07-22 19:15,,
SYR,2024-07-22 19:20,,
SYR,2024-07-22 19:25,,
SYR,2024-07-22 19:30,,
SYR,2024-07-22 19:35,,
SYR,2024-07-22 19:40,,
SYR,2024-07-22 19:45,,
SYR,2024-07-22 19:50,,
SYR,2024-07-22 19:54,85.00,65.00
SYR,2024-07-22 19:55,,
SYR,2024-07-22 20:00,,
SYR,2024-07-22 20:05,,
SYR,2024-07-22 20:10,,
SYR,2024-07-22 20:15,,
SYR,2024-07-22 20:20,,
SYR,2024-07-22 20:25,,
SYR,2024-07-22 20:30,,
SYR,2024-07-22 20:35,,
SYR,2024-07-22 20:40,,
SYR,2024-07-22 20:45,,
SYR,2024-07-22 20:50,,
SYR,2024-07-22 20:54,88.00,60.00
SYR,2024-07-22 20:55,,
SYR,2024-07-22 21:00,,
SYR,2024-07-22 21:05,,
SYR,2024-07-22 21:15,,
SYR,2024-07-22 21:20,,
SYR,2024-07-22 21:25,,
SYR,2024-07-22 21:30,,
SYR,2024-07-22 21:40,,
SYR,2024-07-22 21:45,,
SYR,2024-07-22 21:50,,
SYR,2024-07-22 21:54,83.00,63.00
SYR,2024-07-22 21:55,,
SYR,2024-07-22 22:00,,
SYR,2024-07-22 22:05,,
SYR,2024-07-22 22:10,,
SYR,2024-07-22 22:20,,
SYR,2024-07-22 22:25,,
SYR,2024-07-22 22:30,,
SYR,2024-07-22 22:35,,
SYR,2024-07-22 22:40,,
SYR,2024-07-22 22:45,,
SYR,2024-07-22 22:50,,
SYR,2024-07-22 22:54,79.00,63.00
SYR,2024-07-22 23:00,,
SYR,2024-07-22 23:10,,
SYR,2024-07-22 23:15,,
SYR,2024-07-22 23:20,,
SYR,2024-07-22 23:25,,
SYR,2024-07-22 23:30,,
SYR,2024-07-22 23:35,,
SYR,2024-07-22 23:40,,
SYR,2024-07-22 23:45,,
SYR,2024-07-22 23:54,78.00,63.00
SYR,2024-07-22 23:55,,
